request_number,request_order_index,source_task_number,request_number_mapping,trace_id,search_decisions,visit_windows,authoritative_targets,top1_target_hits,top1_target_recall,top1_hit_visit_windows,top1_visit_window_coverage,top1_requested_candidates,top3_target_hits,top3_target_recall,top3_hit_visit_windows,top3_visit_window_coverage,top3_requested_candidates,top5_target_hits,top5_target_recall,top5_hit_visit_windows,top5_visit_window_coverage,top5_requested_candidates,runtime_policy,runtime_repetitions,runtime_selected_candidates_per_replay,runtime_selected_exact_candidates_per_replay,runtime_overlap_hits,runtime_target_observations,runtime_overall_hit_rate,runtime_source_counts,wrong_speculations_started,wrong_speculations_started_per_replay,wasted_speculative_service_ms_per_replay,physical_call_amplification_vs_demand_only,physical_calls_started_per_replay,extra_physical_calls_per_replay,baseline_authority_wait_ms_mean_per_request,pattern_authority_wait_ms_mean_per_request,pattern_runtime_overhead_ms_mean_per_request,pattern_conservative_latency_ms_mean_per_request,conservative_latency_benefit_ms_mean_per_request,conservative_authority_wait_speedup_fraction,conservative_authority_wait_speedup_ratio,authority_wait_benefit_repeat_min_ms,authority_wait_benefit_repeat_median_ms,authority_wait_benefit_repeat_max_ms,baseline_request_critical_path_proxy_ms_mean,pattern_request_critical_path_proxy_ms_mean,request_critical_path_benefit_ms_mean,request_critical_path_speedup_fraction,request_critical_path_speedup_ratio,request_critical_path_benefit_repeat_min_ms,request_critical_path_benefit_repeat_median_ms,request_critical_path_benefit_repeat_max_ms,request_critical_path_positive_repetitions,baseline_latency_ms,pattern_conservative_latency_ms,conservative_speedup_fraction,conservative_speedup_ratio,speedup_factor_min,speedup_factor_max,timing_status,cumulative_top1_target_recall,cumulative_top3_target_recall,cumulative_top5_target_recall,cumulative_runtime_overall_hit_rate,cumulative_request_critical_path_speedup_fraction
11,11,11,parsed_task_number,trace_20260129_152515_task11_请总结碳钢常用缓蚀剂种类_并分析每种缓蚀剂是具有拉曼活性还是.jsonl,5,3,7,2,0.2857142857142857,2,0.6666666666666666,5,3,0.42857142857142855,3,1.0,15,4,0.5714285714285714,3,1.0,25,utility_global_risk_limited,8,2.0,0.0,0,56,0.0,"{""executed"":56}",16,2.0,10.667242626368534,1.2857142857142858,9.0,2.0,58.943666401319206,59.04685721907299,2.107831375,61.154688594072994,-2.211022192753788,-0.03751076795427004,0.9638454181750493,-2.6543137069382667,-2.176434183033064,-1.8223034934887585,42.853925871895626,49.73620523966681,-6.882279367771183,-0.16059857359030683,0.8616243572542952,-7.203600775453445,-6.856105259855461,-6.703970661389825,0,42.853925871895626,49.73620523966681,-0.16059857359030683,0.8616243572542952,0.8561811596097608,0.8651920623022957,measured_isolated_trace_drained_wall_proxy,0.22580645161290322,0.45161290322580644,0.5806451612903226,0.0967741935483871,-0.09989389455598635
12,12,12,parsed_task_number,trace_20260129_152650_task12_收集整理近10年来国际上自来水生产及销售企业在技术创新且已经.jsonl,5,3,8,2,0.25,2,0.6666666666666666,4,5,0.625,3,1.0,12,6,0.75,3,1.0,20,utility_global_risk_limited,8,0.0,0.0,0,64,0.0,"{""executed"":64}",0,0.0,0.0,1.0,8.0,0.0,53.42090299382107,53.32642648136243,2.0642845,55.39071098136243,-1.9698079875413583,-0.03687335625474538,0.9644379363860459,-2.206044757799148,-2.018303750184953,-1.5724397505345045,42.96765248727752,45.01856773137413,-2.0509152440966076,-0.04773161030158378,0.954442903285275,-2.2243827683880895,-2.0352187261480807,-1.888136727272716,0,42.96765248727752,45.01856773137413,-0.04773161030158378,0.954442903285275,0.9506735312353757,0.9579629749938867,measured_isolated_trace_drained_wall_proxy,0.23076923076923078,0.48717948717948717,0.6153846153846154,0.07692307692307693,-0.09327719038856114
13,13,13,parsed_task_number,trace_20260129_152828_task13_为我调研AI算法能否提升现有电子学读出时幅修正方法.jsonl,7,1,4,1,0.25,1,1.0,7,2,0.5,1,1.0,21,2,0.5,1,1.0,35,utility_global_risk_limited,8,1.0,1.0,8,32,0.25,"{""executed"":24,""promoted_inflight"":8}",0,0.0,0.0,1.0,4.0,0.0,32.29365836159559,26.405424025142565,2.921145,29.326569025142565,2.967089336453025,0.09187838996840199,1.1011741037251663,2.585430696508944,2.959247177409753,3.220220806440264,33.16400987387169,36.566844132407084,-3.4028342585353926,-0.1026062370466341,0.9069420853980763,-4.138397295404673,-3.331896713147387,-3.1750842560124397,0,33.16400987387169,36.566844132407084,-0.1026062370466341,0.9069420853980763,0.8889812156410736,0.9128182630153536,measured_isolated_trace_drained_wall_proxy,0.23255813953488372,0.4883720930232558,0.6046511627906976,0.09302325581395349,-0.09410911222384072
14,14,14,parsed_task_number,trace_20260129_153000_task14_收集整理全球数学与量子计算交叉领域的主要研究团队及其成果_横.jsonl,5,1,4,0,0.0,0,0.0,4,0,0.0,0,0.0,12,0,0.0,0,0.0,20,utility_global_risk_limited,8,1.0,0.0,0,32,0.0,"{""executed"":32}",8,1.0,5.621615367999766,1.25,5.0,1.0,32.1341452508932,37.299822630302515,2.096115125,39.39593775530251,-7.261792504409314,-0.22598368332848268,0.8156715408194107,-7.518949751577824,-7.296460783854752,-6.94143369598636,26.80422749108402,31.57112375489967,-4.766896263815649,-0.1778412105105912,0.8490108777621242,-4.955817769284547,-4.774674277057127,-4.605273714757711,0,26.80422749108402,31.57112375489967,-0.1778412105105912,0.8490108777621242,0.8434320237776506,0.8532444713695767,measured_isolated_trace_drained_wall_proxy,0.2127659574468085,0.44680851063829785,0.5531914893617021,0.0851063829787234,-0.09973833626887617
15,15,15,parsed_task_number,trace_20260129_153229_task15_收集整理目前世界上关于量子网络的研究_横向比较各课题组的相关.jsonl,4,0,0,,,,,3,,,,,9,,,,,15,utility_global_risk_limited,8,1.0,0.0,,,,,8,1.0,5.340292365872301,,1.0,1.0,,,1.6677668749999999,,,,,,,,12.757938500726596,16.84685436373349,-4.088915863006896,-0.3204997314240089,0.7572890597422641,-4.183563949822037,-4.087874455193578,-4.012874990052133,0,12.757938500726596,16.84685436373349,-0.3204997314240089,0.7572890597422641,0.7527499411385423,0.7610886770680604,measured_isolated_trace_drained_wall_proxy_no_authoritative_visit,0.2127659574468085,0.44680851063829785,0.5531914893617021,0.0851063829787234,-0.10658340327825257
16,16,16,parsed_task_number,trace_20260129_153419_task16_收集整理目前非接触式感知领域做的最好的算法策略_并为我评估他.jsonl,6,2,6,1,0.16666666666666666,1,0.5,6,1,0.16666666666666666,1,0.5,18,1,0.16666666666666666,1,0.5,30,utility_global_risk_limited,8,1.0,1.0,8,48,0.16666666666666666,"{""executed"":40,""promoted_inflight"":8}",0,0.0,0.0,1.0,6.0,0.0,53.699260657595005,50.54126537288539,2.4962894999999996,53.037554872885394,0.6617057847096106,0.012322437527191943,1.0124761744068993,-0.11006039220541686,0.7366630633844886,1.1785965642075542,40.57979099889053,40.22261250480436,0.3571784940861704,0.008801881066758964,1.0088800421415567,0.18300357209160723,0.3551145159137974,0.4545394580775479,8,40.57979099889053,40.22261250480436,0.008801881066758964,1.0088800421415567,1.0045294904180961,1.0112933273506164,measured_isolated_trace_drained_wall_proxy,0.20754716981132076,0.41509433962264153,0.5094339622641509,0.09433962264150944,-0.09622518390255128
17,17,17,parsed_task_number,trace_20260129_153605_task17___在当今软件开发行业中_低代码_无代码平台对传统开发流程的.jsonl,3,2,8,2,0.25,2,1.0,3,5,0.625,2,1.0,9,6,0.75,2,1.0,15,utility_global_risk_limited,8,1.0,0.0,0,64,0.0,"{""executed"":64}",8,1.0,5.335430258128326,1.125,9.0,1.0,69.90784824301954,69.85882377921371,1.2728742499999999,71.13169802921371,-1.2238497861941653,-0.01750661502181723,0.9827945934076882,-1.66374937523818,-1.3511886881106494,-0.6565912641423641,36.677824129583314,40.24662037616542,-3.568796246582103,-0.09730119851094468,0.9113268092270527,-3.841290237942637,-3.5789362612198303,-3.2710372345539938,0,36.677824129583314,40.24662037616542,-0.09730119851094468,0.9113268092270527,0.9048718998677321,0.9186331415772462,measured_isolated_trace_drained_wall_proxy,0.21311475409836064,0.4426229508196721,0.5409836065573771,0.08196721311475409,-0.09630593811060786
18,18,18,parsed_task_number,trace_20260129_153747_task18_请你学习一下GCS算法的原理_目前的GCS算法主要是用于安全.jsonl,2,2,10,2,0.2,2,1.0,2,3,0.3,2,1.0,6,5,0.5,2,1.0,10,utility_global_risk_limited,8,0.0,0.0,0,80,0.0,"{""executed"":80}",0,0.0,0.0,1.0,10.0,0.0,96.70023601211142,96.48051473777741,0.8260529999999999,97.30656773777741,-0.6063317256659957,-0.006270219708564666,0.9937688509649221,-1.2876093506646753,-0.5598684486245513,0.0181575591974259,38.76880461757537,39.62389588212947,-0.8550912645540976,-0.022056167916161447,0.9784198084131412,-1.0346185410407216,-0.8565065037936748,-0.6716524478060037,0,38.76880461757537,39.62389588212947,-0.022056167916161447,0.9784198084131412,0.9739854101405693,0.9829940656176506,measured_isolated_trace_drained_wall_proxy,0.2112676056338028,0.4225352112676056,0.5352112676056338,0.07042253521126761,-0.09084876713763959
19,19,19,parsed_task_number,trace_20260129_154409_task19_prometheus_的高流失率会造成什么影响_有什么系统的.jsonl,1,1,4,0,0.0,0,0.0,1,1,0.25,1,1.0,3,2,0.5,1,1.0,5,utility_global_risk_limited,8,0.0,0.0,0,32,0.0,"{""executed"":32}",0,0.0,0.0,1.0,4.0,0.0,32.19891850312706,32.14252787438454,0.41487712499999996,32.55740499938454,-0.35848649625747697,-0.0111334949409143,0.9889890949151429,-0.5747977617160678,-0.4078532185463458,-0.07933375867477055,14.163092251692433,14.6086817531736,-0.4455895014811677,-0.031461314631197265,0.9694983086763207,-0.584664789215326,-0.4478902611421791,-0.37607571547910545,0,14.163092251692433,14.6086817531736,-0.031461314631197265,0.9694983086763207,0.9601931705034399,0.9744399378262569,measured_isolated_trace_drained_wall_proxy,0.2,0.41333333333333333,0.5333333333333333,0.06666666666666667,-0.08929589496065403
20,20,20,parsed_task_number,trace_20260129_154633_task20_研究下Anthropic最新发布的Streamable_HT.jsonl,2,2,2,1,0.5,1,0.5,2,2,1.0,2,1.0,6,2,1.0,2,1.0,10,utility_global_risk_limited,8,0.0,0.0,0,16,0.0,"{""executed"":16}",0,0.0,0.0,1.0,2.0,0.0,10.505104357434902,10.497528259293176,0.826457,11.323985259293176,-0.8188809018582734,-0.0779507631714974,0.9276861561448742,-0.9069514703980982,-0.8165275807430893,-0.7418024512976705,17.08082401455613,17.91290063209718,-0.8320766175410519,-0.04871407941630705,0.9535487504435715,-0.9208775119867916,-0.8371209952992196,-0.6999854924169178,0,17.08082401455613,17.91290063209718,-0.04871407941630705,0.9535487504435715,0.9488353074341692,0.9608532911126983,measured_isolated_trace_drained_wall_proxy,0.2077922077922078,0.42857142857142855,0.5454545454545454,0.06493506493506493,-0.08805527351436
21,21,21,parsed_task_number,trace_20260129_154807_task21_现在AI这么热门_我最感兴趣的就是人工智能在教育领域应用现状.jsonl,3,1,6,1,0.16666666666666666,1,1.0,3,3,0.5,1,1.0,9,4,0.6666666666666666,1,1.0,15,utility_global_risk_limited,8,0.0,0.0,0,48,0.0,"{""executed"":48}",0,0.0,0.0,1.0,6.0,0.0,64.70424823783105,64.58165449294029,1.244432625,65.82608711794029,-1.1218388801092374,-0.017337947826636283,0.9829575335672126,-1.2496943448001145,-1.1126032950361369,-0.9887402979201971,25.978393125114962,27.232801259997693,-1.2544081348827305,-0.048286594511113716,0.95393760183146,-1.4703043146076809,-1.2353282529878626,-1.1580343000608693,0,25.978393125114962,27.232801259997693,-0.048286594511113716,0.95393760183146,0.9465855562697038,0.957310404843502,measured_isolated_trace_drained_wall_proxy,0.20481927710843373,0.43373493975903615,0.5542168674698795,0.060240963855421686,-0.08628836093526138
22,22,22,parsed_task_number,trace_20260129_155613_task22_中国的艺术生就业领域长期以来较为单一_主要集中在传统艺术机构.jsonl,4,0,0,,,,,3,,,,,9,,,,,15,utility_global_risk_limited,8,0.0,0.0,,,,,0,0.0,0.0,,0.0,0.0,,,1.647694125,,,,,,,,12.784476370143238,14.512157504553961,-1.727681134410723,-0.13513898296574237,0.8809493947492941,-1.7957680032612373,-1.7513949936745306,-1.5954339982034256,0,12.784476370143238,14.512157504553961,-0.13513898296574237,0.8809493947492941,0.8763708956651594,0.889423485635505,measured_isolated_trace_drained_wall_proxy_no_authoritative_visit,0.20481927710843373,0.43373493975903615,0.5542168674698795,0.060240963855421686,-0.08733361348748356
23,23,23,parsed_task_number,trace_20260129_160058_task23_我们部门正在辅导高校老师竞赛_比较想了解创新赛_青教赛的全国.jsonl,7,1,1,0,0.0,0,0.0,7,0,0.0,0,0.0,21,1,1.0,1,1.0,35,utility_global_risk_limited,8,0.0,0.0,0,8,0.0,"{""executed"":8}",0,0.0,0.0,1.0,1.0,0.0,5.265566745947581,5.273943752399646,2.878179125,8.152122877399645,-2.886556131452064,-0.5481947662468772,0.6459135644956305,-2.933385262020171,-2.8886422314202784,-2.844198283625871,27.597633386903908,30.623497363789454,-3.025863976885546,-0.10964215425520617,0.9011914301968834,-3.1877882526297867,-3.0240932052531093,-2.8730122236576676,0,27.597633386903908,30.623497363789454,-0.10964215425520617,0.9011914301968834,0.8963255426374439,0.9060064563325932,measured_isolated_trace_drained_wall_proxy,0.20238095238095238,0.42857142857142855,0.5595238095238095,0.05952380952380952,-0.0883185335494851
24,24,24,parsed_task_number,trace_20260129_160324_task24_如何增强自闭症学生课堂参与度_有哪些有效的策略可供选择_.jsonl,1,1,5,1,0.2,1,1.0,1,2,0.4,1,1.0,3,4,0.8,1,1.0,5,utility_global_risk_limited,8,0.0,0.0,0,40,0.0,"{""executed"":40}",0,0.0,0.0,1.0,5.0,0.0,48.34006588498596,48.336210747947916,0.41301899999999997,48.749229747947915,-0.40916386296195384,-0.008464280208791293,0.9916067625052234,-0.6688118656211792,-0.5201831936877965,0.2554913017937243,19.48154861020157,19.878102886735594,-0.3965542765340224,-0.020355377514822696,0.9800506980573765,-0.5166877873247877,-0.38084027445934865,-0.3024587986996785,0,19.48154861020157,19.878102886735594,-0.020355377514822696,0.9800506980573765,0.9740707546735137,0.984768248047488,measured_isolated_trace_drained_wall_proxy,0.20224719101123595,0.42696629213483145,0.5730337078651685,0.056179775280898875,-0.08626441077706894
25,25,25,parsed_task_number,trace_20260129_162304_task25_请为我整合近几年有关_中性粒细胞在脑缺血急性期和慢性期的功能.jsonl,6,3,3,1,0.3333333333333333,1,0.3333333333333333,6,3,1.0,3,1.0,18,3,1.0,3,1.0,30,utility_global_risk_limited,8,1.0,0.0,0,24,0.0,"{""executed"":24}",8,1.0,5.353303742595017,1.3333333333333333,4.0,1.0,15.749862126540393,15.794919760082848,2.498411875,18.293331635082847,-2.5434695085424543,-0.1614915412025357,0.860961930867497,-2.599449520190209,-2.531333469441205,-2.4861235901888605,35.06832224957179,40.05801574800056,-4.989693498428764,-0.14228492207065,0.8754383260065043,-5.189948457483055,-5.000622015869098,-4.717910520922246,0,35.06832224957179,40.05801574800056,-0.14228492207065,0.8754383260065043,0.8707915976192364,0.881686490015249,measured_isolated_trace_drained_wall_proxy,0.20652173913043478,0.44565217391304346,0.5869565217391305,0.05434782608695652,-0.08915498214288359
26,26,26,parsed_task_number,trace_20260129_162605_task26_为我调研在慢性抗原刺激下_如肿瘤微环境或HIV潜伏感染__C.jsonl,4,1,1,1,1.0,1,1.0,3,1,1.0,1,1.0,9,1,1.0,1,1.0,15,utility_global_risk_limited,8,0.0,0.0,0,8,0.0,"{""executed"":8}",0,0.0,0.0,1.0,1.0,0.0,5.262189246423077,5.247252862318419,1.644634625,6.891887487318419,-1.6296982408953422,-0.3096996638809815,0.7635338296084916,-1.6817829707320033,-1.6388464940143077,-1.5302239785186647,18.08530774724204,19.784848999164588,-1.6995412519225468,-0.09397358760354643,0.914098851500241,-1.7898970039585222,-1.7073290294991423,-1.6013159987540533,0,18.08530774724204,19.784848999164588,-0.09397358760354643,0.914098851500241,0.9096928597224204,0.918857997339269,measured_isolated_trace_drained_wall_proxy,0.21505376344086022,0.45161290322580644,0.5913978494623656,0.053763440860215055,-0.08927988240549464
27,27,27,parsed_task_number,trace_20260129_163011_task27_如何将AI心理咨询和人类心理咨询有机结合_以便为人类心理健康.jsonl,4,2,2,1,0.5,1,0.5,4,2,1.0,2,1.0,12,2,1.0,2,1.0,20,utility_global_risk_limited,8,1.0,0.0,0,16,0.0,"{""executed"":16}",8,1.0,5.334427616617177,1.5,3.0,1.0,10.522976990614552,10.519812982238363,1.68360925,12.203422232238363,-1.6804452416238114,-0.15969295030508965,0.8622972138762438,-1.7671050185799002,-1.688790995114252,-1.5233800619765816,23.39555036451202,27.542484007766525,-4.146933643254506,-0.1772530920898899,0.8494350167513889,-4.237694047673195,-4.1778075322998305,-4.019638021758347,0,23.39555036451202,27.542484007766525,-0.1772530920898899,0.8494350167513889,0.8465571018907906,0.8538357241554636,measured_isolated_trace_drained_wall_proxy,0.22105263157894736,0.4631578947368421,0.6,0.05263157894736842,-0.09213402839595235
