dataset,metric_scope,budget,admission_fraction_requested,throttle_percent,opportunities,targets,repetitions,authoritative_priority_contract,requested_candidates,requested_candidates_min,requested_candidates_max,admitted_candidates,admitted_candidates_min,admitted_candidates_max,admission_ratio,admission_ratio_min,admission_ratio_max,target_hits,target_hits_min,target_hits_max,target_recall,target_recall_min,target_recall_max,decision_hit_rate,decision_hit_rate_min,decision_hit_rate_max,useful_candidate_fraction,useful_candidate_fraction_min,useful_candidate_fraction_max,saved_stall_s,saved_stall_s_min,saved_stall_s_max,stall_reduction,stall_reduction_min,stall_reduction_max,retained_fraction_of_unthrottled_hits
qwen_url_exact_heldout,exact URL invocation / authoritative URL target,5,0.25,75.0,34,88,100,speculation consumes only the stated residual admission quota; authoritative work is not charged to it,170.0,170.0,170.0,42.0,42.0,42.0,0.24705882352941178,0.24705882352941178,0.24705882352941178,20.4,18.0,24.0,0.23181818181818184,0.20454545454545456,0.2727272727272727,0.5502941176470588,0.5,0.6176470588235294,0.4857142857142857,0.42857142857142855,0.5714285714285714,10.280418750656974,9.046911169422996,13.886556043889788,0.26692933127761476,0.2349015158966885,0.36056207518859484,0.41632653061224495
qwen_url_exact_heldout,exact URL invocation / authoritative URL target,5,0.1,90.0,34,88,100,speculation consumes only the stated residual admission quota; authoritative work is not charged to it,170.0,170.0,170.0,17.0,17.0,17.0,0.1,0.1,0.1,8.67,5.0,12.0,0.09852272727272726,0.056818181818181816,0.13636363636363635,0.255,0.14705882352941177,0.35294117647058826,0.51,0.29411764705882354,0.7058823529411765,4.645704444607099,0.7958432793617248,8.772010482682122,0.12062492888562229,0.020663935926562665,0.22776376613578414,0.17693877551020407
qwen_url_exact_heldout,exact URL invocation / authoritative URL target,5,0.0,100.0,34,88,100,speculation consumes only the stated residual admission quota; authoritative work is not charged to it,170.0,170.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
virtual_tongyi_url_exact_loso,exact URL invocation / physically successful fetch,1,1.0,0.0,16,16,100,speculation consumes only the stated residual admission quota; authoritative work is not charged to it,16.0,16.0,16.0,16.0,16.0,16.0,1.0,1.0,1.0,15.0,15.0,15.0,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,1.0
virtual_tongyi_url_exact_loso,exact URL invocation / physically successful fetch,1,0.5,50.0,16,16,100,speculation consumes only the stated residual admission quota; authoritative work is not charged to it,16.0,16.0,16.0,8.0,8.0,8.0,0.5,0.5,0.5,7.47,7.0,8.0,0.466875,0.4375,0.5,0.466875,0.4375,0.5,0.93375,0.875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.498
virtual_tongyi_url_exact_loso,exact URL invocation / physically successful fetch,1,0.25,75.0,16,16,100,speculation consumes only the stated residual admission quota; authoritative work is not charged to it,16.0,16.0,16.0,4.0,4.0,4.0,0.25,0.25,0.25,3.79,3.0,4.0,0.236875,0.1875,0.25,0.236875,0.1875,0.25,0.9475,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25266666666666665
virtual_tongyi_url_exact_loso,exact URL invocation / physically successful fetch,1,0.1,90.0,16,16,100,speculation consumes only the stated residual admission quota; authoritative work is not charged to it,16.0,16.0,16.0,1.0,1.0,1.0,0.0625,0.0625,0.0625,0.96,0.0,1.0,0.06,0.0,0.0625,0.06,0.0,0.0625,0.96,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064
virtual_tongyi_url_exact_loso,exact URL invocation / physically successful fetch,1,0.0,100.0,16,16,100,speculation consumes only the stated residual admission quota; authoritative work is not charged to it,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
virtual_tongyi_url_exact_loso,exact URL invocation / physically successful fetch,3,1.0,0.0,16,16,100,speculation consumes only the stated residual admission quota; authoritative work is not charged to it,31.0,31.0,31.0,31.0,31.0,31.0,1.0,1.0,1.0,16.0,16.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5161290322580645,0.5161290322580645,0.5161290322580645,0.0,0.0,0.0,0.0,0.0,0.0,1.0
virtual_tongyi_url_exact_loso,exact URL invocation / physically successful fetch,3,0.5,50.0,16,16,100,speculation consumes only the stated residual admission quota; authoritative work is not charged to it,31.0,31.0,31.0,15.0,15.0,15.0,0.4838709677419355,0.4838709677419355,0.4838709677419355,14.07,14.0,15.0,0.879375,0.875,0.9375,0.879375,0.875,0.9375,0.938,0.9333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.879375
virtual_tongyi_url_exact_loso,exact URL invocation / physically successful fetch,3,0.25,75.0,16,16,100,speculation consumes only the stated residual admission quota; authoritative work is not charged to it,31.0,31.0,31.0,7.0,7.0,7.0,0.2258064516129032,0.22580645161290322,0.22580645161290322,6.54,6.0,7.0,0.40875,0.375,0.4375,0.40875,0.375,0.4375,0.9342857142857143,0.8571428571428571,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40875
virtual_tongyi_url_exact_loso,exact URL invocation / physically successful fetch,3,0.1,90.0,16,16,100,speculation consumes only the stated residual admission quota; authoritative work is not charged to it,31.0,31.0,31.0,3.0,3.0,3.0,0.0967741935483871,0.0967741935483871,0.0967741935483871,2.86,2.0,3.0,0.17875,0.125,0.1875,0.17875,0.125,0.1875,0.9533333333333333,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17875
virtual_tongyi_url_exact_loso,exact URL invocation / physically successful fetch,3,0.0,100.0,16,16,100,speculation consumes only the stated residual admission quota; authoritative work is not charged to it,31.0,31.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
virtual_tongyi_url_exact_loso,exact URL invocation / physically successful fetch,5,1.0,0.0,16,16,100,speculation consumes only the stated residual admission quota; authoritative work is not charged to it,31.0,31.0,31.0,31.0,31.0,31.0,1.0,1.0,1.0,16.0,16.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5161290322580645,0.5161290322580645,0.5161290322580645,0.0,0.0,0.0,0.0,0.0,0.0,1.0
virtual_tongyi_url_exact_loso,exact URL invocation / physically successful fetch,5,0.5,50.0,16,16,100,speculation consumes only the stated residual admission quota; authoritative work is not charged to it,31.0,31.0,31.0,15.0,15.0,15.0,0.4838709677419355,0.4838709677419355,0.4838709677419355,14.07,14.0,15.0,0.879375,0.875,0.9375,0.879375,0.875,0.9375,0.938,0.9333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.879375
virtual_tongyi_url_exact_loso,exact URL invocation / physically successful fetch,5,0.25,75.0,16,16,100,speculation consumes only the stated residual admission quota; authoritative work is not charged to it,31.0,31.0,31.0,7.0,7.0,7.0,0.2258064516129032,0.22580645161290322,0.22580645161290322,6.54,6.0,7.0,0.40875,0.375,0.4375,0.40875,0.375,0.4375,0.9342857142857143,0.8571428571428571,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40875
virtual_tongyi_url_exact_loso,exact URL invocation / physically successful fetch,5,0.1,90.0,16,16,100,speculation consumes only the stated residual admission quota; authoritative work is not charged to it,31.0,31.0,31.0,3.0,3.0,3.0,0.0967741935483871,0.0967741935483871,0.0967741935483871,2.86,2.0,3.0,0.17875,0.125,0.1875,0.17875,0.125,0.1875,0.9533333333333333,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17875
virtual_tongyi_url_exact_loso,exact URL invocation / physically successful fetch,5,0.0,100.0,16,16,100,speculation consumes only the stated residual admission quota; authoritative work is not charged to it,31.0,31.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemini_safe_tool_name_heldout,tool-name ranking only / safe-local target; not exact arguments or promotion,1,1.0,0.0,81,28,100,speculation consumes only the stated residual admission quota; authoritative work is not charged to it,81.0,81.0,81.0,81.0,81.0,81.0,1.0,1.0,1.0,8.0,8.0,8.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.09876543209876543,0.09876543209876543,0.09876543209876543,0.0,0.0,0.0,0.0,0.0,0.0,1.0
gemini_safe_tool_name_heldout,tool-name ranking only / safe-local target; not exact arguments or promotion,1,0.5,50.0,81,28,100,speculation consumes only the stated residual admission quota; authoritative work is not charged to it,81.0,81.0,81.0,40.0,40.0,40.0,0.49382716049382713,0.49382716049382713,0.49382716049382713,3.92,1.0,7.0,0.14,0.03571428571428571,0.25,0.14,0.03571428571428571,0.25,0.098,0.025,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.49000000000000005
gemini_safe_tool_name_heldout,tool-name ranking only / safe-local target; not exact arguments or promotion,1,0.25,75.0,81,28,100,speculation consumes only the stated residual admission quota; authoritative work is not charged to it,81.0,81.0,81.0,20.0,20.0,20.0,0.24691358024691357,0.24691358024691357,0.24691358024691357,2.02,0.0,5.0,0.07214285714285713,0.0,0.17857142857142858,0.07214285714285713,0.0,0.17857142857142858,0.10099999999999999,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.2525
gemini_safe_tool_name_heldout,tool-name ranking only / safe-local target; not exact arguments or promotion,1,0.1,90.0,81,28,100,speculation consumes only the stated residual admission quota; authoritative work is not charged to it,81.0,81.0,81.0,8.0,8.0,8.0,0.09876543209876543,0.09876543209876543,0.09876543209876543,0.89,0.0,3.0,0.031785714285714285,0.0,0.10714285714285714,0.031785714285714285,0.0,0.10714285714285714,0.11125,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.11125
gemini_safe_tool_name_heldout,tool-name ranking only / safe-local target; not exact arguments or promotion,1,0.0,100.0,81,28,100,speculation consumes only the stated residual admission quota; authoritative work is not charged to it,81.0,81.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemini_safe_tool_name_heldout,tool-name ranking only / safe-local target; not exact arguments or promotion,3,1.0,0.0,81,28,100,speculation consumes only the stated residual admission quota; authoritative work is not charged to it,243.0,243.0,243.0,243.0,243.0,243.0,1.0,1.0,1.0,24.0,24.0,24.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.09876543209876543,0.09876543209876543,0.09876543209876543,0.0,0.0,0.0,0.0,0.0,0.0,1.0
gemini_safe_tool_name_heldout,tool-name ranking only / safe-local target; not exact arguments or promotion,3,0.5,50.0,81,28,100,speculation consumes only the stated residual admission quota; authoritative work is not charged to it,243.0,243.0,243.0,121.0,121.0,121.0,0.49794238683127573,0.49794238683127573,0.49794238683127573,15.45,11.0,20.0,0.5517857142857143,0.39285714285714285,0.7142857142857143,0.5517857142857143,0.39285714285714285,0.7142857142857143,0.12768595041322314,0.09090909090909091,0.1652892561983471,0.0,0.0,0.0,0.0,0.0,0.0,0.64375
gemini_safe_tool_name_heldout,tool-name ranking only / safe-local target; not exact arguments or promotion,3,0.25,75.0,81,28,100,speculation consumes only the stated residual admission quota; authoritative work is not charged to it,243.0,243.0,243.0,60.0,60.0,60.0,0.24691358024691357,0.24691358024691357,0.24691358024691357,5.82,3.0,8.0,0.20785714285714285,0.10714285714285714,0.2857142857142857,0.20785714285714285,0.10714285714285714,0.2857142857142857,0.09699999999999999,0.05,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.2425
gemini_safe_tool_name_heldout,tool-name ranking only / safe-local target; not exact arguments or promotion,3,0.1,90.0,81,28,100,speculation consumes only the stated residual admission quota; authoritative work is not charged to it,243.0,243.0,243.0,24.0,24.0,24.0,0.09876543209876543,0.09876543209876543,0.09876543209876543,2.32,0.0,5.0,0.08285714285714285,0.0,0.17857142857142858,0.08285714285714285,0.0,0.17857142857142858,0.09666666666666666,0.0,0.20833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.09666666666666666
gemini_safe_tool_name_heldout,tool-name ranking only / safe-local target; not exact arguments or promotion,3,0.0,100.0,81,28,100,speculation consumes only the stated residual admission quota; authoritative work is not charged to it,243.0,243.0,243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemini_safe_tool_name_heldout,tool-name ranking only / safe-local target; not exact arguments or promotion,5,1.0,0.0,81,28,100,speculation consumes only the stated residual admission quota; authoritative work is not charged to it,382.0,382.0,382.0,382.0,382.0,382.0,1.0,1.0,1.0,27.0,27.0,27.0,0.9642857142857143,0.9642857142857143,0.9642857142857143,0.9642857142857143,0.9642857142857143,0.9642857142857143,0.07068062827225131,0.07068062827225131,0.07068062827225131,0.0,0.0,0.0,0.0,0.0,0.0,1.0
gemini_safe_tool_name_heldout,tool-name ranking only / safe-local target; not exact arguments or promotion,5,0.5,50.0,81,28,100,speculation consumes only the stated residual admission quota; authoritative work is not charged to it,382.0,382.0,382.0,191.0,191.0,191.0,0.5,0.5,0.5,23.41,23.0,24.0,0.8360714285714285,0.8214285714285714,0.8571428571428571,0.8360714285714285,0.8214285714285714,0.8571428571428571,0.12256544502617801,0.12041884816753927,0.1256544502617801,0.0,0.0,0.0,0.0,0.0,0.0,0.8670370370370369
gemini_safe_tool_name_heldout,tool-name ranking only / safe-local target; not exact arguments or promotion,5,0.25,75.0,81,28,100,speculation consumes only the stated residual admission quota; authoritative work is not charged to it,382.0,382.0,382.0,95.0,95.0,95.0,0.2486910994764398,0.2486910994764398,0.2486910994764398,10.94,8.0,15.0,0.3907142857142857,0.2857142857142857,0.5357142857142857,0.3907142857142857,0.2857142857142857,0.5357142857142857,0.1151578947368421,0.08421052631578947,0.15789473684210525,0.0,0.0,0.0,0.0,0.0,0.0,0.40518518518518515
gemini_safe_tool_name_heldout,tool-name ranking only / safe-local target; not exact arguments or promotion,5,0.1,90.0,81,28,100,speculation consumes only the stated residual admission quota; authoritative work is not charged to it,382.0,382.0,382.0,38.0,38.0,38.0,0.09947643979057591,0.09947643979057591,0.09947643979057591,3.75,1.0,7.0,0.13392857142857142,0.03571428571428571,0.25,0.13392857142857142,0.03571428571428571,0.25,0.09868421052631579,0.02631578947368421,0.18421052631578946,0.0,0.0,0.0,0.0,0.0,0.0,0.1388888888888889
gemini_safe_tool_name_heldout,tool-name ranking only / safe-local target; not exact arguments or promotion,5,0.0,100.0,81,28,100,speculation consumes only the stated residual admission quota; authoritative work is not charged to it,382.0,382.0,382.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
